name,epigenetics
35,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.931333323319753,0.931333323319753,0.931333323319753,0,0,0,0,0,0,0,0,0,0,0,0,0"
36,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
37,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
38,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
39,"0,0,0,0,0,0,0,0,0,0,0.7359999815622965,0.7359999815622965,0.7359999815622965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
40,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7356666723887125,0.7356666723887125,0.7356666723887125,0,0,0,0,0,0,0,0,0,0,0,0"
41,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
42,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9290000001589457,0.9290000001589457,0.9290000001589457,0,0,0,0,0,0,0,0,0"
43,"0,0,0,0.9763333400090536,0.9763333400090536,0.9763333400090536,0,0.9856666723887125,0.9856666723887125,0.9856666723887125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
44,"0,0,0,0,0,0,0,0,0,0,0,0,0,0.950000007947286,0.950000007947286,0.950000007947286,0,0,0,0,0.9613333344459534,0.9613333344459534,0.9613333344459534,0,0,0,0,0,0,0,0,0"
45,"0,0,0,0,0.9109999934832255,0.9109999934832255,0.9109999934832255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
46,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9586666623751322,0.9586666623751322,0.9586666623751322,0,0,0,0,0,0,0,0"
47,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
48,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
49,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
50,"0,0.28300000230471295,0.28300000230471295,0.28300000230471295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
51,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
52,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8953333298365275,0.8953333298365275,0.8953333298365275,0,0,0,0,0,0,0,0,0,0,0,0"
53,"0,0,0,0,0,0,0,0,0,0,0,0,0.14049999912579855,0.14049999912579855,0.14049999912579855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
54,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
55,"0,0,0,0,0,0,0,0.9556666612625122,0.9556666612625122,0.9556666612625122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
56,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
57,"0.9350000023841858,0.9350000023841858,0.9350000023841858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
58,"0.030299998819828033,0.030299998819828033,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
59,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9759999910990397,0.9759999910990397,0.9759999910990397,0,0,0,0,0,0,0,0,0"
60,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
61,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
62,"0.9810000061988831,0.9810000061988831,0.9810000061988831,0,0,0,0.9743333260218302,0.9743333260218302,0.9743333260218302,0,0,0,0,0,0,0,0,0,0,0,0.9303333361943563,0.9303333361943563,0.9303333361943563,0,0,0,0,0,0,0,0,0"
63,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
64,"0,0,0,0,0,0,0,0,0,0,0,0.7866666714350382,0.7866666714350382,0.7866666714350382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
65,"0,0,0.9583333333333334,0.9583333333333334,0.9583333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0.8840000033378601,0.8840000033378601,0.8840000033378601,0,0,0,0,0,0,0,0,0,0,0,0"
66,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9133333365122477,0.9133333365122477,0.9133333365122477,0,0,0,0,0,0,0,0,0,0,0,0"
67,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
68,"0,0,0,0,0,0,0,0,0.9476666649182638,0.9476666649182638,0.9476666649182638,0,0,0,0,0,0,0,0,0,0.9603333274523417,0.9603333274523417,0.9603333274523417,0,0,0,0,0,0,0,0,0"
69,"0,0,0,0,0,0,0,0.8133333524068197,0.8133333524068197,0.8133333524068197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
70,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
71,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
72,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
73,"0.022299999992052715,0.022299999992052715,0.022299999992052715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
74,"0,0,0,0,0,0,0,0,0.04106666520237923,0.04106666520237923,0.04106666520237923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
75,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
76,"0.9776666760444641,0.9776666760444641,0.9776666760444641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9726666609446207,0.9726666609446207,0.9726666609446207,0,0,0,0,0,0,0,0,0"
77,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023800000548362732,0.023800000548362732,0.023800000548362732,0,0,0,0,0,0,0,0,0,0,0,0"
78,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
79,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9706666469573975,0.9706666469573975,0.9706666469573975,0,0,0,0,0,0,0,0,0,0"
80,"0,0,0,0,0,0,0,0,0,0,0,0.9663333296775818,0.9663333296775818,0.9663333296775818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
81,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9640000065167745,0.9640000065167745,0.9640000065167745,0,0,0,0,0,0,0,0,0"
82,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
83,"0,0,0,0,0,0.953333338101705,0.953333338101705,0.953333338101705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
84,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.984000007311503,0.984000007311503,0.984000007311503,0,0,0,0,0,0,0,0,0,0,0,0"
85,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
86,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
87,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9473333358764648,0.9473333358764648,0.9473333358764648,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
88,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
89,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.915666659673055,0.915666659673055,0.915666659673055,0,0,0,0,0,0,0,0,0,0"
90,"0,0,0,0,0,1.0,1.0,1.0,0,0,0.9626666704813639,0.9626666704813639,0.9626666704813639,0,0,0,0,0,0,0,0.956333339214325,0.956333339214325,0.956333339214325,0,0,0,0,0,0,0,0,0"
91,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8966666658719381,0.8966666658719381,0.8966666658719381,0,0,0,0,0,0,0,0"
92,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
93,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
94,"0.9743333260218302,0.9743333260218302,0.9743333260218302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
95,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
96,"0,0,0,0,0,0,0,0,0,0.74699999888738,0.74699999888738,0.74699999888738,0,0.8620000084241232,0.8620000084241232,0.8620000084241232,0,0,0,0.7410000165303549,0.7410000165303549,0.9026666879653931,0.9026666879653931,0.9026666879653931,0,0,0,0,0,0,0,0"
97,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
98,"0,0,0,0,0,0,0.10366666813691457,0.10366666813691457,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0"
99,"0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0"
100,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
101,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
102,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
103,"0,0,0,0,0,0,0,0,0,0,0,0,0,0.9089999993642172,0.9089999993642172,0.9089999993642172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
104,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
105,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
106,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8859999974568685,0.8859999974568685,0,0,0,0,0,0,0,0"
107,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
108,"0,0.9380000034968058,0.9380000034968058,0.9380000034968058,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9913333257039388,0.9913333257039388,0.9913333257039388,0,0,0,0,0,0,0,0,0,0,0,0"
109,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
110,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
111,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
112,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
113,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
114,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
115,"0,0,0,0,0,0,0,0.9303333361943563,0.9303333361943563,0.9303333361943563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
116,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4729999899864197,0.4729999899864197,0.4729999899864197,0.8276666601498922,0.8276666601498922,0.8276666601498922,0,0,0,0,0,0,0,0,0"
117,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8206666707992554,0.8206666707992554,0.8206666707992554,0,0,0,0,0,0,0,0,0"
118,"0,0,0,0,0,0,0,0,0.8859999974568685,0.8859999974568685,0.8859999974568685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
119,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
120,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
121,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
122,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9763333400090536,0.9763333400090536,0.9763333400090536,0,0,0,0,0,0,0,0,0"
123,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
124,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
125,"0,0,0,0,0,0,0.7296666701634725,0.7296666701634725,0.7296666701634725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
126,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
127,"0,0,0,0.9810000061988831,0.9810000061988831,0.9810000061988831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
128,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
129,"0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04616666709383329,0.04616666709383329,0.04616666709383329,0,0,0,0,0,0,0,0,0"
130,"0,0,0,0,0,0,0,0,0,0.9496666789054871,0.9496666789054871,0.9496666789054871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
131,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
132,"0,0,0,0,0,0.9439999858538309,0.9439999858538309,0.9439999858538309,0,0.9389999906222025,0.9389999906222025,0.9389999906222025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
133,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
134,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
135,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
136,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6286666591962179,0.6286666591962179,0.6286666591962179,0,0,0,0,0,0,0,0,0"
137,"0,0.9763333400090536,0.9763333400090536,0.9763333400090536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
138,"0,0.7280000050862631,0.7280000050862631,0.7280000050862631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
139,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05940000091989835,0.05940000091989835,0.05940000091989835,0,0,0,0,0,0,0,0,0"
140,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
141,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
142,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9403333266576132,0.9403333266576132,0.9403333266576132,0,0,0,0,0,0,0,0,0,0,0"
143,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
144,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
145,"0,0,0,0,0,0,0,0,0,0.9296666781107584,0.9296666781107584,0.9296666781107584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
146,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
147,"0,0,0,0,0,0,0,0,0,0,0,0,0,0.8603333433469137,0.8603333433469137,0.8603333433469137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
148,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
149,"0,0,0,0,0,0.1779999981323878,0.1779999981323878,0.1779999981323878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
151,"0,0,0,0,0,0,0,0,0,0,0,0,0.9340000152587891,0.9340000152587891,0.9340000152587891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
152,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
153,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
154,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
155,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
156,"0,0,0,0,0,0,0,0,0,0,0,0,0.8393333355585734,0.8393333355585734,0.8393333355585734,0,0,0,0,0,0.9443333347638448,0.9443333347638448,0.9443333347638448,0,0,0,0,0,0,0,0,0"
157,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7963333129882812,0.7963333129882812,0.7963333129882812,0,0,0,0,0,0,0,0,0,0,0"
158,"0,0,0,0,0,0.9660000006357828,0.9660000006357828,0.9660000006357828,0,0,0,0,0,0,0,0,0,0.9333333373069763,0.9333333373069763,0.9333333373069763,0.9833333293596903,0.9833333293596903,0.9833333293596903,0,0,0,0,0,0,0,0,0"
159,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
160,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
161,"0,0,0,0,0,0,0,0,0,0,0.9836666782697042,0.9836666782697042,0.9836666782697042,0,0,0,0,0,0.9653333226839701,0.9653333226839701,0.9653333226839701,0,0,0,0,0,0,0,0,0,0,0"
162,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
163,"0,0,0,0,0,0,0,0.9729999899864197,0.9729999899864197,0.9729999899864197,0,0,0,0,0,0,0,0,0,0,0.9860000014305115,0.9860000014305115,0.9860000014305115,0,0,0,0,0,0,0,0,0"
164,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
165,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9713333447774252,0.9713333447774252,0.9713333447774252,0,0,0,0,0,0,0,0,0,0,0"
166,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
167,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
168,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
169,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06723333274324735,0.06723333274324735,0.06723333274324735,0,0,0,0,0,0,0,0,0,0"
170,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
171,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
172,"0,0,0,0,0,0,0,0,0.9773333470026652,0.9773333470026652,0.9773333470026652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
173,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
174,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
